TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,SCI_NAME,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS
22356,species,rewpri1,Red-winged Prinia,Prinia erythroptera,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22361,species,refwar2,Red-fronted Prinia,Prinia rufifrons,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22362,issf,refwar1,Red-fronted Prinia (Red-fronted),Prinia rufifrons rufifrons/smithi,Passeriformes,Cisticolidae (Cisticolas and Allies),,refwar2
22365,issf,refwar3,Red-fronted Prinia (Rufous-backed),Prinia rufifrons rufidorsalis,Passeriformes,Cisticolidae (Cisticolas and Allies),,refwar2
22366,spuh,prinia1,prinia sp.,Prinia sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22367,species,kopwar1,Kopje Warbler,Euryptila subcinnamomea,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22370,species,mrmwar1,Mrs. Moreau's Warbler,Scepomycter winifredae,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22371,issf,mrmwar2,Mrs. Moreau's Warbler (Mrs. Moreau's),Scepomycter winifredae winifredae,Passeriformes,Cisticolidae (Cisticolas and Allies),,mrmwar1
22372,issf,mrmwar3,Mrs. Moreau's Warbler (Rubeho),Scepomycter winifredae rubehoensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,mrmwar1
22373,species,socwar2,Socotra Warbler,Incana incana,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22374,species,ruewar2,Rufous-eared Warbler,Malcorus pectoralis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22378,species,bkcruw1,Black-capped Rufous-Warbler,Bathmocercus cerviniventris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22379,species,bkfruw1,Black-faced Rufous-Warbler,Bathmocercus rufus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22382,species,oriwar2,Oriole Warbler,Hypergerus atriceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22383,species,gycwar3,Gray-capped Warbler,Eminia lepida,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22384,species,refcis1,Red-faced Cisticola,Cisticola erythrops,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22385,issf,refcis2,Red-faced Cisticola (Red-faced),Cisticola erythrops [erythrops Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,refcis1
22391,issf,refcis3,Red-faced Cisticola (Lepe),Cisticola erythrops lepe,Passeriformes,Cisticolidae (Cisticolas and Allies),,refcis1
22392,species,sincis1,Singing Cisticola,Cisticola cantans,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22400,species,whicis1,Whistling Cisticola,Cisticola lateralis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22404,species,chacis1,Chattering Cisticola,Cisticola anonymus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22405,species,tricis1,Trilling Cisticola,Cisticola woosnami,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22408,species,bubcis1,Bubbling Cisticola,Cisticola bulliens,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22411,species,chucis1,Chubb's Cisticola,Cisticola chubbi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22412,issf,chucis3,Chubb's Cisticola (Discolored),Cisticola chubbi discolor/adametzi,Passeriformes,Cisticolidae (Cisticolas and Allies),,chucis1
22415,issf,chucis4,Chubb's Cisticola (Chubb's),Cisticola chubbi chubbi/marungensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,chucis1
22418,species,huncis1,Hunter's Cisticola,Cisticola hunteri,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22419,species,bllcis1,Black-lored Cisticola,Cisticola nigriloris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22420,form,kilcis1,Kilombero Cisticola (undescribed form),Cisticola [undescribed Kilombero form],Passeriformes,Cisticolidae (Cisticolas and Allies),,
22421,species,rolcis2,Rock-loving Cisticola,Cisticola aberrans,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22422,issf,rolcis1,Rock-loving Cisticola (Rock-loving),Cisticola aberrans [emini Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,rolcis2
22426,issf,rolcis4,Rock-loving Cisticola (Huambo),Cisticola aberrans bailunduensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,rolcis2
22427,issf,rolcis3,Rock-loving Cisticola (Lazy),Cisticola aberrans [aberrans Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,rolcis2
22432,species,borcis1,Boran Cisticola,Cisticola bodessa,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22435,species,ratcis1,Rattling Cisticola,Cisticola chiniana,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22453,species,ashcis1,Ashy Cisticola,Cisticola cinereolus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22456,species,repcis1,Red-pate Cisticola,Cisticola ruficeps,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22460,species,dorcis1,Dorst's Cisticola,Cisticola guinea,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22461,species,grycis1,Tinkling Cisticola,Cisticola rufilatus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22465,species,rehcis2,Red-headed Cisticola,Cisticola subruficapilla,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22466,issf,rehcis1,Red-headed Cisticola (Namib),Cisticola subruficapilla newtoni,Passeriformes,Cisticolidae (Cisticolas and Allies),,rehcis2
22467,issf,rehcis3,Red-headed Cisticola (Red-headed),Cisticola subruficapilla [subruficapilla Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,rehcis2
22472,issf,rehcis4,Red-headed Cisticola (Plain-breasted),Cisticola subruficapilla jamesi,Passeriformes,Cisticolidae (Cisticolas and Allies),,rehcis2
22473,species,waicis1,Wailing Cisticola,Cisticola lais,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22474,issf,waicis2,Wailing Cisticola (Lynes's),Cisticola lais distinctus,Passeriformes,Cisticolidae (Cisticolas and Allies),,waicis1
22475,issf,waicis3,Wailing Cisticola (Wailing),Cisticola lais [lais Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,waicis1
22483,species,tarcis1,Tana River Cisticola,Cisticola restrictus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22484,species,chucis2,Churring Cisticola,Cisticola njombe,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22487,species,wincis3,Winding Cisticola,Cisticola marginatus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22493,species,wincis6,Ethiopian Cisticola,Cisticola lugubris,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22494,species,wincis4,Coastal Cisticola,Cisticola haematocephalus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22495,species,wincis5,Luapula Cisticola,Cisticola luapula,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22496,species,wincis2,Rufous-winged Cisticola,Cisticola galactotes,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22499,slash,wincis1,Winding/Coastal/Luapula Cisticola,Cisticola marginatus/haematocephalus/luapula,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22500,form,whtcis1,White-tailed Cisticola (undescribed form),Cisticola [undescribed White-tailed form],Passeriformes,Cisticolidae (Cisticolas and Allies),,
22501,species,chicis1,Chirping Cisticola,Cisticola pipiens,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22505,species,carcis1,Carruthers's Cisticola,Cisticola carruthersi,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22506,species,tincis1,Levaillant's Cisticola,Cisticola tinniens,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22512,species,stocis1,Stout Cisticola,Cisticola robustus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22513,issf,stocis2,Stout Cisticola (Western),Cisticola robustus santae,Passeriformes,Cisticolidae (Cisticolas and Allies),,stocis1
22514,issf,stocis3,Stout Cisticola (Stout),Cisticola robustus robustus/schraderi,Passeriformes,Cisticolidae (Cisticolas and Allies),,stocis1
22517,issf,stocis4,Stout Cisticola (Omo),Cisticola robustus omo,Passeriformes,Cisticolidae (Cisticolas and Allies),,stocis1
22518,issf,stocis5,Stout Cisticola (Rufous-crowned),Cisticola robustus nuchalis/awemba,Passeriformes,Cisticolidae (Cisticolas and Allies),,stocis1
22521,issf,stocis6,Stout Cisticola (Angola),Cisticola robustus angolensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,stocis1
22522,species,crocis1,Croaking Cisticola,Cisticola natalensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22530,species,pipcis2,Piping Cisticola,Cisticola fulvicapilla,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22540,species,abecis1,Aberdare Cisticola,Cisticola aberdare,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22541,species,tabcis1,Tabora Cisticola,Cisticola angusticauda,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22542,species,sltcis1,Slender-tailed Cisticola,Cisticola melanurus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22543,species,sifcis1,Siffling Cisticola,Cisticola brachypterus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22553,species,rufcis1,Rufous Cisticola,Cisticola rufus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22554,species,foxcis1,Foxy Cisticola,Cisticola troglodytes,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22557,species,tincis3,Tiny Cisticola,Cisticola nana,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22558,species,zitcis1,Zitting Cisticola,Cisticola juncidis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22559,issf,zitcis2,Zitting Cisticola (Zitting),Cisticola juncidis [juncidis Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,zitcis1
22567,issf,zitcis3,Zitting Cisticola (African),Cisticola juncidis terrestris/uropygialis,Passeriformes,Cisticolidae (Cisticolas and Allies),,zitcis1
22570,issf,zitcis4,Zitting Cisticola (tinnabulans Group),Cisticola juncidis [tinnabulans Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,zitcis1
22578,issf,zitcis5,Zitting Cisticola (Eastern),Cisticola juncidis brunniceps,Passeriformes,Cisticolidae (Cisticolas and Allies),,zitcis1
22579,species,soccis1,Socotra Cisticola,Cisticola haesitatus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22580,species,madcis2,Madagascar Cisticola,Cisticola cherina,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22581,species,descis1,Desert Cisticola,Cisticola aridulus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22591,species,clocis1,Cloud Cisticola,Cisticola textrix,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22592,issf,clocis2,Cloud Cisticola (Cloud),Cisticola textrix [major Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,clocis1
22597,issf,clocis3,Cloud Cisticola (Cape),Cisticola textrix textrix,Passeriformes,Cisticolidae (Cisticolas and Allies),,clocis1
22598,species,blncis1,Black-backed Cisticola,Cisticola eximius,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22599,issf,bkncis1,Black-backed Cisticola (winneba),Cisticola eximius winneba,Passeriformes,Cisticolidae (Cisticolas and Allies),,blncis1
22600,issf,bkncis2,Black-backed Cisticola (Black-backed),Cisticola eximius eximius/occidens,Passeriformes,Cisticolidae (Cisticolas and Allies),,blncis1
22603,species,clscis1,Cloud-scraping Cisticola,Cisticola dambo,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22606,species,pepcis1,Pectoral-patch Cisticola,Cisticola brunnescens,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22607,issf,pepcis2,Pectoral-patch Cisticola (Lynes's),Cisticola brunnescens lynesi/mbangensis,Passeriformes,Cisticolidae (Cisticolas and Allies),,pepcis1
22610,issf,pepcis3,Pectoral-patch Cisticola (Pectoral-patch),Cisticola brunnescens [brunnescens Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,pepcis1
22615,species,paccis1,Pale-crowned Cisticola,Cisticola cinnamomeus,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22619,species,wiscis1,Wing-snapping Cisticola,Cisticola ayresii,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22620,issf,wiscis2,Wing-snapping Cisticola (Gabon),Cisticola ayresii gabun,Passeriformes,Cisticolidae (Cisticolas and Allies),,wiscis1
22621,issf,wiscis3,Wing-snapping Cisticola (Wing-snapping),Cisticola ayresii [ayresii Group],Passeriformes,Cisticolidae (Cisticolas and Allies),,wiscis1
22627,species,gohcis1,Golden-headed Cisticola,Cisticola exilis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22640,slash,y01127,Zitting/Golden-headed Cisticola,Cisticola juncidis/exilis,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22641,spuh,cistic1,cisticola sp.,Cisticola sp.,Passeriformes,Cisticolidae (Cisticolas and Allies),,
22642,species,albwar1,Aldabra Brush-Warbler,Nesillas aldabrana,Passeriformes,Acrocephalidae (Reed Warblers and Allies),Reed Warblers and Allies,
22643,species,anbwar1,Anjouan Brush-Warbler,Nesillas longicaudata,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22644,species,madbrw1,Madagascar Brush-Warbler,Nesillas typica,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22648,species,subbrw1,Subdesert Brush-Warbler,Nesillas lantzii,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22649,species,gcbwar1,Grand Comoro Brush-Warbler,Nesillas brevicaudata,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22650,species,mohbrw1,Moheli Brush-Warbler,Nesillas mariae,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22651,species,paywar1,Papyrus Yellow-Warbler,Calamonastides gracilirostris,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22652,issf,papyew1,Papyrus Yellow-Warbler (Papyrus),Calamonastides gracilirostris gracilirostris,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,paywar1
22653,issf,papyew2,Papyrus Yellow-Warbler (Zambian),Calamonastides gracilirostris bensoni,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,paywar1
22654,species,thbwar1,Thick-billed Warbler,Arundinax aedon,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22657,species,boowar1,Booted Warbler,Iduna caligata,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22658,species,sykwar2,Sykes's Warbler,Iduna rama,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22659,slash,y00643,Booted/Sykes's Warbler,Iduna caligata/rama,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22660,species,eaowar1,Eastern Olivaceous Warbler,Iduna pallida,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22665,species,weowar1,Western Olivaceous Warbler,Iduna opaca,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22666,slash,y00623,Eastern/Western Olivaceous Warbler,Iduna pallida/opaca,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22667,species,afywar1,African Yellow-Warbler,Iduna natalensis,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22672,species,moywar1,Mountain Yellow-Warbler,Iduna similis,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22673,spuh,iduna1,Iduna sp.,Iduna sp.,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22674,species,upcwar1,Upcher's Warbler,Hippolais languida,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22675,species,oltwar1,Olive-tree Warbler,Hippolais olivetorum,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22676,species,melwar1,Melodious Warbler,Hippolais polyglotta,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22677,species,ictwar1,Icterine Warbler,Hippolais icterina,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22678,slash,y00644,Melodious/Icterine Warbler,Hippolais polyglotta/icterina,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22679,spuh,hippol1,Hippolais sp.,Hippolais sp.,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22680,species,aquwar1,Aquatic Warbler,Acrocephalus paludicola,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22681,species,bbrwar1,Black-browed Reed Warbler,Acrocephalus bistrigiceps,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22682,species,strwar1,Streaked Reed Warbler,Acrocephalus sorghophilus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22683,species,mouwar1,Moustached Warbler,Acrocephalus melanopogon,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22687,species,sedwar1,Sedge Warbler,Acrocephalus schoenobaenus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22688,species,padwar1,Paddyfield Warbler,Acrocephalus agricola,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22689,species,blwwar1,Blunt-winged Warbler,Acrocephalus concinens,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22693,species,manrew1,Manchurian Reed Warbler,Acrocephalus tangorum,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22694,species,blrwar1,Blyth's Reed Warbler,Acrocephalus dumetorum,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22695,slash,y00751,Paddyfield/Blyth's Reed Warbler,Acrocephalus agricola/dumetorum,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22696,species,labrew1,Large-billed Reed Warbler,Acrocephalus orinus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22697,species,marwar3,Marsh Warbler,Acrocephalus palustris,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22698,species,eurwar1,Eurasian Reed Warbler,Acrocephalus scirpaceus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22699,issf,eurrew1,Eurasian Reed Warbler (Eurasian),Acrocephalus scirpaceus scirpaceus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,eurwar1
22700,issf,eurrew2,Eurasian Reed Warbler (Caspian),Acrocephalus scirpaceus fuscus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,eurwar1
22701,issf,afrrew2,Eurasian Reed Warbler (Mangrove),Acrocephalus scirpaceus avicenniae,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,eurwar1
22702,issf,eurwar3,Eurasian Reed Warbler (Siwa),Acrocephalus scirpaceus ammon,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,eurwar1
22703,slash,y00624,Marsh Warbler/Eurasian Reed Warbler,Acrocephalus palustris/scirpaceus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22704,species,afrwar1,African Reed Warbler,Acrocephalus baeticatus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22711,slash,y01046,Marsh/Eurasian Reed/African Reed Warbler,Acrocephalus palustris/scirpaceus/baeticatus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22712,slash,y01047,Eurasian Reed/African Reed Warbler,Acrocephalus scirpaceus/baeticatus,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22713,species,barwar2,Basra Reed Warbler,Acrocephalus griseldis,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22714,species,leswar1,Lesser Swamp Warbler,Acrocephalus gracilirostris,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
22723,species,grswar2,Greater Swamp Warbler,Acrocephalus rufescens,Passeriformes,Acrocephalidae (Reed Warblers and Allies),,
